W-19-HP2,748.0
W-19-IPT3,474.0
W-19-CP1,290.0
W-19-SP3,250.0
W-19-SP2,186.0
W-19-HP3,178.0
W-19-IPT2,173.0
W-19-HP1,149.0
W-19-IPT1,76.0
W-19-SP1,70.0
